time,sat,sys,freq,az,el,snr,resp,resc,slip,vsat,lock,outc,rejc,quality_score,decision,reason,var_factor
2005/04/02 00:00:00.000,G07,GPS,1,298.1,16.2,0.0,1.0350,0.0035,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:00.000,G07,GPS,2,298.1,16.2,0.0,-0.2360,0.0025,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:00.000,G08,GPS,1,242.9,20.1,0.0,-0.8867,-0.0029,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:00.000,G08,GPS,2,242.9,20.1,0.0,-0.2667,-0.0037,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:00.000,G11,GPS,1,23.0,69.5,0.0,0.0000,0.0000,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:00.000,G11,GPS,2,23.0,69.5,0.0,0.0000,0.0000,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:00.000,G19,GPS,1,86.4,31.7,0.0,-0.6519,-0.0021,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:00.000,G19,GPS,2,86.4,31.7,0.0,-0.5219,0.0030,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:00.000,G20,GPS,1,161.2,45.4,0.0,-0.0193,-0.0036,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:00.000,G20,GPS,2,161.2,45.4,0.0,0.1797,0.0014,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:00.000,G24,GPS,1,245.6,34.8,0.0,0.6816,0.0004,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:00.000,G24,GPS,2,245.6,34.8,0.0,-0.5634,0.0056,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:00.000,G28,GPS,1,306.7,47.2,0.0,0.1260,-0.0013,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:00.000,G28,GPS,2,306.7,47.2,0.0,-0.1720,-0.0028,0,1,1,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G07,GPS,1,298.3,16.3,0.0,0.0473,0.0051,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G07,GPS,2,298.3,16.3,0.0,-0.2717,0.0043,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G08,GPS,1,242.7,19.9,0.0,-0.2039,0.0001,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G08,GPS,2,242.7,19.9,0.0,0.7641,-0.0025,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G11,GPS,1,23.4,69.3,0.0,0.0000,0.0000,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G11,GPS,2,23.4,69.3,0.0,0.0000,0.0000,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G19,GPS,1,86.7,31.6,0.0,0.0340,-0.0022,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G19,GPS,2,86.7,31.6,0.0,-0.4460,0.0001,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G20,GPS,1,161.1,45.6,0.0,-0.5069,-0.0021,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G20,GPS,2,161.1,45.6,0.0,-0.2969,0.0018,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G24,GPS,1,245.8,35.0,0.0,0.0231,0.0008,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G24,GPS,2,245.8,35.0,0.0,-0.5159,-0.0009,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G28,GPS,1,306.5,47.4,0.0,-0.0646,0.0002,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:00:30.000,G28,GPS,2,306.5,47.4,0.0,0.3504,-0.0042,0,1,2,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G07,GPS,1,298.4,16.5,0.0,-0.2764,-0.0019,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G07,GPS,2,298.4,16.5,0.0,-0.6564,0.0105,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G08,GPS,1,242.5,19.8,0.0,0.3734,-0.0000,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G08,GPS,2,242.5,19.8,0.0,0.2184,-0.0001,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G11,GPS,1,23.7,69.1,0.0,0.0000,0.0000,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G11,GPS,2,23.7,69.1,0.0,0.0000,0.0000,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G19,GPS,1,86.9,31.5,0.0,-0.5417,-0.0052,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G19,GPS,2,86.9,31.5,0.0,-0.3737,0.0014,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G20,GPS,1,160.9,45.9,0.0,-0.1378,-0.0034,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G20,GPS,2,160.9,45.9,0.0,-0.4948,0.0017,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G24,GPS,1,246.0,35.2,0.0,-0.3052,-0.0013,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G24,GPS,2,246.0,35.2,0.0,-0.9532,-0.0008,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G28,GPS,1,306.4,47.6,0.0,-0.4765,0.0004,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:00.000,G28,GPS,2,306.4,47.6,0.0,0.3805,-0.0065,0,1,3,0,0,100,use,nominal,1
2005/04/02 00:01:30.000,G07,GPS,1,298.5,16.6,0.0,-0.0816,0.0001,0,1,4,0,0,100,use,nominal,1
2005/04/02 00:01:30.000,G07,GPS,2,298.5,16.6,0.0,-0.6806,0.0071,0,1,4,0,0,100,use,nominal,1
2005/04/02 00:01:30.000,G08,GPS,1,242.3,19.7,0.0,-0.2536,-0.0022,0,1,4,0,0,100,use,nominal,1
2005/04/02 00:01:30.000,G08,GPS,2,242.3,19.7,0.0,0.3754,0.0000,0,1,4,0,0,100,use,nominal,1
